state_rank,neet_rank,neet_roll_no,gender,category,PH,score
1,137,4608030417,Male,General,No,711
2,215,4201100541,Male,General,No,710
3,217,4201500136,Female,OBC-(NCL) As Per Central List,No,710
4,219,4201020831,Male,ST,No,710
5,257,4208080005,Male,OBC-(NCL) As Per Central List,No,710
6,357,4201420331,Male,General,No,710
7,392,4201310075,Male,General,No,707
8,403,4201070503,Male,General,No,706
9,418,4205050328,Male,OBC-(NCL) As Per Central List,No,706
10,463,4201060733,Male,General,No,705
11,464,4201300337,Male,Gen-EWS,No,705
12,530,4201130106,Female,General,No,705
13,549,4201090075,Male,General,No,705
14,553,4201280763,Male,ST,No,705
15,621,4201130338,Female,General,No,705
16,649,4201420258,Male,General,No,705
17,710,4201350260,Male,General,No,705
18,733,4201150039,Female,General,No,705
19,908,4201010159,Male,General,No,701
20,945,4201050476,Male,OBC-(NCL) As Per Central List,No,701
21,1043,4201270796,Male,General,No,700
22,1045,4201350365,Female,General,No,700
23,1051,4201010595,Female,General,No,700
24,1062,4201040886,Male,General,No,700
25,1082,4219070216,Male,General,No,700
26,1113,4201060257,Female,General,No,700
27,1147,4219030147,Male,General,No,700
28,1157,4201270749,Female,General,No,700
29,1189,4201040318,Female,General,No,700
30,1198,4219040132,Female,Gen-EWS,No,700
31,1276,4201130542,Male,OBC-(NCL) As Per Central List,No,700
32,1385,4201070087,Male,OBC-(NCL) As Per Central List,No,700
33,1417,4201480260,Male,General,No,700
34,1446,4201290404,Female,OBC-(NCL) As Per Central List,No,700
35,1447,4201260162,Male,General,No,700
36,1455,2708080057,Male,General,No,700
37,1459,4208020749,Male,SC,No,700
38,1561,4201460359,Male,General,No,700
39,1624,4204020027,Male,OBC-(NCL) As Per Central List,No,700
40,1625,4201360413,Male,General,No,700
41,1664,4201060760,Male,General,No,698
42,1785,4204040249,Female,General,No,696
43,1818,4201180095,Female,General,No,696
44,1858,4201050753,Male,OBC-(NCL) As Per Central List,No,696
45,1870,4201080305,Female,General,No,696
46,1940,4201380470,Female,Gen-EWS,No,695
47,1994,4201460041,Male,General,No,695
48,2021,4203050085,Male,OBC-(NCL) As Per Central List,No,695
49,2088,4201480280,Female,General,No,695
50,2139,4201031089,Male,General,No,695
51,2141,4204020346,Male,General,No,695
52,2150,4208080100,Female,General,No,695
53,2208,4201280061,Female,General,No,695
54,2245,4208050420,Female,OBC-(NCL) As Per Central List,No,695
55,2277,4219010639,Male,OBC-(NCL) As Per Central List,No,695
56,2389,4201090482,Male,General,No,695
57,2723,4201030075,Male,Gen-EWS,No,693
58,2935,4201400274,Male,Gen-EWS,No,691
59,3077,4201480130,Male,General,No,691
60,3209,4219040138,Male,OBC-(NCL) As Per Central List,No,690
61,3230,4201100055,Female,Gen-EWS,No,690
62,3255,4202020409,Male,OBC-(NCL) As Per Central List,No,690
63,3329,4206070105,Male,Gen-EWS,No,690
64,3357,4208030110,Male,SC,No,690
65,3410,4201470276,Female,General,No,690
66,3427,4208020978,Male,General,No,690
67,3468,4201170406,Male,Gen-EWS,No,690
68,3517,4201350055,Female,General,No,690
69,3566,4223010336,Male,OBC-(NCL) As Per Central List,No,690
70,3602,4201390284,Male,General,No,690
71,3677,4201010260,Female,General,No,690
72,3744,4201031098,Female,General,No,690
73,3747,4201030973,Female,OBC-(NCL) As Per Central List,No,690
74,3846,4201060043,Male,General,No,690
75,3934,4201300054,Male,General,No,690
76,3973,4201150201,Female,General,No,690
77,4247,4201450292,Female,General,No,687
78,4370,4201140537,Male,OBC-(NCL) As Per Central List,No,686
79,4416,4201360017,Male,Gen-EWS,No,686
80,4432,4219050184,Male,General,No,686
81,4445,4201340031,Male,OBC-(NCL) As Per Central List,No,686
82,4452,4219030065,Female,Gen-EWS,No,686
83,4502,4202040346,Male,General,No,686
84,4508,4202020542,Female,Gen-EWS,No,686
85,4526,4219020474,Female,OBC-(NCL) As Per Central List,No,686
86,4535,4219070021,Female,General,No,686
87,4544,4201100285,Male,OBC-(NCL) As Per Central List,No,686
88,4588,4201030685,Female,General,No,686
89,4605,3905350313,Female,General,No,686
90,4822,4201290254,Female,OBC-(NCL) As Per Central List,No,685
91,4860,4201250254,Male,General,No,685
92,4876,4201430395,Male,General,No,685
93,4924,4201040108,Female,OBC-(NCL) As Per Central List,No,685
94,4952,4201300436,Male,General,No,685
95,4985,4201440455,Female,General,No,685
96,5008,4201240144,Female,General,No,685
97,5030,4204010481,Male,General,No,685
98,5032,4201020268,Female,Gen-EWS,No,685
99,5070,4201040596,Female,OBC-(NCL) As Per Central List,No,685
100,5085,4201440438,Female,General,No,685
101,5186,4201160261,Male,General,No,685
102,5200,4204040167,Male,General,No,685
103,5358,4208090053,Male,OBC-(NCL) As Per Central List,No,685
104,5487,3115230253,Male,OBC-(NCL) As Per Central List,No,685
105,5647,3903250656,Female,OBC-(NCL) As Per Central List,No,685
106,5860,4201480273,Female,General,No,683
107,5993,4201350478,Male,General,No,683
108,6079,4201420280,Female,General,No,682
109,6104,4219030014,Female,General,No,682
110,6170,4201110135,Male,OBC-(NCL) As Per Central List,No,682
111,6513,4201280772,Male,ST,No,681
112,6551,4201160007,Female,General,No,681
113,6582,4201140093,Male,General,No,681
114,6728,4201030958,Male,General,No,681
115,6849,4201290383,Female,General,No,680
116,6860,4219030282,Female,Gen-EWS,No,680
117,6932,4219020235,Male,General,No,680
118,7002,4204020371,Male,General,No,680
119,7008,4208040328,Male,General,No,680
120,7052,4201340032,Male,ST,No,680
121,7127,4219040151,Female,General,No,680
122,7161,4201120060,Male,OBC-(NCL) As Per Central List,No,680
123,7210,4201210229,Male,General,No,680
124,7236,4201270860,Male,General,No,680
125,7239,4219080120,Female,OBC-(NCL) As Per Central List,No,680
126,7260,4208030195,Female,OBC-(NCL) As Per Central List,No,680
127,7312,4201320089,Male,OBC-(NCL) As Per Central List,No,680
128,7404,4201400417,Female,General,No,680
129,7461,4201210326,Male,General,No,680
130,7481,4201020943,Male,General,No,680
131,7510,4201460357,Male,General,No,680
132,7632,4208020329,Male,Gen-EWS,No,680
133,7643,4221040085,Male,Gen-EWS,No,680
134,7949,4201310201,Female,General,No,679
135,7983,4201230298,Male,General,No,679
136,8106,4219100040,Female,OBC-(NCL) As Per Central List,No,678
137,8138,4204010064,Female,General,No,678
138,8226,4201330068,Female,General,No,678
139,8333,4208090218,Male,OBC-(NCL) As Per Central List,No,677
140,8632,4201031093,Male,General,No,676
141,8663,4201390464,Male,OBC-(NCL) As Per Central List,No,676
142,8664,4208010842,Male,OBC-(NCL) As Per Central List,No,676
143,8697,4208010038,Male,ST,No,676
144,8988,4221050344,Female,SC,No,676
145,9169,1205050288,Male,OBC-(NCL) As Per Central List,No,675
146,9171,4219090255,Male,General,No,675
147,9182,4201040159,Male,General,No,675
148,9233,4201180212,Male,General,No,675
149,9276,4204020096,Male,General,No,675
150,9323,4201310060,Female,OBC-(NCL) As Per Central List,No,675
151,9533,4201030498,Male,General,No,675
152,9591,4201070738,Female,OBC-(NCL) As Per Central List,No,675
153,9610,4221040169,Male,ST,No,675
154,9792,4201170417,Male,General,No,675
155,9794,4201080083,Male,OBC-(NCL) As Per Central List,No,675
156,9812,4201370131,Male,General,No,675
157,9838,4204020479,Male,General,No,675
158,9861,4201330072,Male,General,No,675
159,9939,4201160225,Female,SC,No,675
160,10502,4201031070,Female,General,No,673
161,10621,2801150347,Female,General,No,673
162,10735,4215010070,Female,OBC-(NCL) As Per Central List,No,673
163,10811,4219080152,Female,OBC-(NCL) As Per Central List,No,672
164,10838,4201410080,Female,General,No,672
165,10843,4201360421,Male,General,No,672
166,10859,4201320289,Female,Gen-EWS,No,672
167,10963,4201370395,Female,General,No,672
168,11299,4201130562,Male,General,No,671
169,11346,4204020307,Female,General,No,671
170,11360,4208020260,Female,General,No,671
171,11382,3905190109,Female,OBC-(NCL) As Per Central List,No,671
172,11386,2713090011,Female,Gen-EWS,No,671
173,11448,4201410018,Male,General,No,671
174,11518,4219050255,Male,General,No,671
175,11600,4201020705,Female,General,No,671
176,11603,1205030834,Female,OBC-(NCL) As Per Central List,No,671
177,11639,4202010180,Female,General,No,671
178,11669,4219060019,Male,OBC-(NCL) As Per Central List,No,671
179,11712,4201350002,Female,OBC-(NCL) As Per Central List,No,671
180,11860,4201370234,Female,General,No,671
181,11892,4201050830,Female,General,No,671
182,11967,4201180142,Male,General,No,670
183,11995,4201440183,Female,General,No,670
184,12037,4204010307,Male,General,No,670
185,12063,4219080016,Male,General,No,670
186,12099,2803020558,Male,OBC-(NCL) As Per Central List,No,670
187,12120,4201050948,Male,General,No,670
188,12243,4208100050,Female,OBC-(NCL) As Per Central List,No,670
189,12275,4208080113,Male,SC,No,670
190,12283,4201340399,Male,ST,No,670
191,12302,4201041038,Male,OBC-(NCL) As Per Central List,No,670
192,12397,4203020422,Male,ST,No,670
193,12446,4201280342,Female,OBC-(NCL) As Per Central List,No,670
194,12473,4201290006,Male,SC,No,670
195,12565,4219020460,Male,ST,No,670
196,12664,2204011065,Male,General,No,670
197,12785,4201210263,Female,General,No,670
198,12806,4201250149,Male,OBC-(NCL) As Per Central List,No,670
199,12876,4201190405,Male,General,No,670
200,12947,4201290197,Female,General,No,670
201,12961,4201030224,Male,OBC-(NCL) As Per Central List,No,670
202,13118,4201340066,Female,General,No,670
203,13354,4201130149,Female,Gen-EWS,No,669
204,13423,4201250086,Male,General,No,669
205,13477,4201450356,Female,OBC-(NCL) As Per Central List,No,668
206,13666,4201080402,Male,General,No,668
207,13825,4201060066,Female,OBC-(NCL) As Per Central List,No,667
208,13834,4201100050,Male,General,No,667
209,13858,4201480299,Female,OBC-(NCL) As Per Central List,No,667
210,13957,4201170209,Female,OBC-(NCL) As Per Central List,No,667
211,14272,4201280491,Male,General,No,667
212,14321,4201400248,Male,General,No,667
213,14343,4212020257,Female,General,No,666
214,14407,4204020163,Male,General,No,666
215,14426,4208090289,Female,General,No,666
216,14472,4201360204,Female,OBC-(NCL) As Per Central List,No,666
217,14575,4201170265,Male,General,No,666
218,14683,1201040038,Male,General,No,666
219,14715,4201480016,Female,General,No,666
220,14847,4201330481,Female,General,No,666
221,15020,3903200754,Female,General,No,666
222,15050,4213010249,Male,OBC-(NCL) As Per Central List,No,665
223,15051,3923130352,Female,OBC-(NCL) As Per Central List,No,665
224,15087,4219020048,Female,General,No,665
225,15097,4201210195,Male,OBC-(NCL) As Per Central List,No,665
226,15125,4206060050,Male,OBC-(NCL) As Per Central List,No,665
227,15126,4201030620,Female,OBC-(NCL) As Per Central List,No,665
228,15131,4201030201,Female,General,No,665
229,15155,4201070485,Male,General,No,665
230,15168,4219040111,Female,OBC-(NCL) As Per Central List,No,665
231,15245,4208020433,Female,Gen-EWS,No,665
232,15260,4201340445,Male,ST,No,665
233,15268,4201030261,Female,General,No,665
234,15352,4201150366,Female,Gen-EWS,No,665
235,15379,4201060516,Male,OBC-(NCL) As Per Central List,No,665
236,15580,4201200253,Female,General,No,665
237,15598,4201190385,Male,General,No,665
238,15607,4201270767,Male,General,No,665
239,15833,4201070019,Male,OBC-(NCL) As Per Central List,No,665
240,15866,4201400452,Male,General,No,665
241,15942,4219050201,Male,ST,No,665
242,16000,4201330114,Male,General,No,665
243,16038,4201450273,Male,General,No,665
244,16293,4201280301,Female,General,No,664
245,16296,4201190317,Female,OBC-(NCL) As Per Central List,No,664
246,16348,4213010437,Female,OBC-(NCL) As Per Central List,No,664
247,16553,4201010978,Male,General,No,664
248,16633,4201021135,Female,General,No,663
249,16788,4201190011,Male,General,No,663
250,16900,2617010008,Male,OBC-(NCL) As Per Central List,No,663
251,17085,4201270977,Male,General,No,662
252,17105,4201460159,Female,General,No,662
253,17111,4220010445,Female,General,No,662
254,17186,4208100126,Female,OBC-(NCL) As Per Central List,No,662
255,17187,4204020109,Male,OBC-(NCL) As Per Central List,No,662
256,17196,1205150431,Female,General,No,662
257,17246,4219060037,Female,OBC-(NCL) As Per Central List,No,662
258,17323,4213020304,Male,OBC-(NCL) As Per Central List,No,662
259,17390,4201490188,Male,General,No,662
260,17426,4201290696,Male,OBC-(NCL) As Per Central List,No,662
261,17531,4201320173,Male,OBC-(NCL) As Per Central List,No,662
262,17597,4203040127,Male,General,No,662
263,17677,4201080657,Male,General,No,661
264,17704,4201270624,Female,General,No,661
265,17745,4201170260,Female,General,No,661
266,17848,4201430381,Male,OBC-(NCL) As Per Central List,No,661
267,17956,4201050157,Female,General,No,661
268,18357,4201380295,Male,General,No,661
269,18469,4219040035,Female,SC,No,660
270,18624,4201280350,Female,ST,No,660
271,18653,4204030128,Male,General,No,660
272,18701,4201320202,Male,General,No,660
273,18794,4201040834,Female,General,No,660
274,18861,4201290617,Female,OBC-(NCL) As Per Central List,No,660
275,18898,4201270326,Male,OBC-(NCL) As Per Central List,No,660
276,18921,4201410389,Male,OBC-(NCL) As Per Central List,No,660
277,18922,4205060047,Male,OBC-(NCL) As Per Central List,No,660
278,18924,4201290209,Female,General,No,660
279,19106,4208070462,Female,SC,No,660
280,19120,3115050724,Male,Gen-EWS,No,660
281,19387,4201270681,Female,General,No,660
282,19476,4219070080,Male,General,No,660
283,19548,2815020192,Female,OBC-(NCL) As Per Central List,No,660
284,19604,4201270127,Male,SC,No,660
285,19633,4205020559,Female,OBC-(NCL) As Per Central List,No,660
286,19728,4205070207,Male,OBC-(NCL) As Per Central List,No,659
287,19794,4221060137,Female,OBC-(NCL) As Per Central List,No,659
288,19809,4201370267,Female,General,No,659
289,19918,4221060040,Male,OBC-(NCL) As Per Central List,No,659
290,19996,4205080208,Female,OBC-(NCL) As Per Central List,No,659
291,20132,4201040997,Female,General,No,658
292,20178,4201240343,Male,OBC-(NCL) As Per Central List,No,658
293,20231,4218020149,Male,OBC-(NCL) As Per Central List,No,658
294,20237,4201510107,Female,Gen-EWS,No,658
295,20510,4201270836,Female,General,No,658
296,20590,4204020466,Male,General,No,658
297,20636,4201110518,Female,General,No,657
298,20649,4208030081,Female,OBC-(NCL) As Per Central List,No,657
299,20690,4223020033,Female,SC,No,657
300,20726,4208010280,Female,General,No,657
301,20773,4201020095,Female,OBC-(NCL) As Per Central List,No,657
302,20791,4219010045,Female,Gen-EWS,No,657
303,20797,4208030350,Female,General,No,657
304,20829,4205030307,Female,General,No,657
305,20860,4201010185,Male,ST,No,657
306,21202,4201070453,Female,General,No,657
307,21486,4201270502,Female,General,No,656
308,21564,4208060369,Male,OBC-(NCL) As Per Central List,No,656
309,21660,4204010400,Female,Gen-EWS,No,656
310,21775,4208040205,Female,OBC-(NCL) As Per Central List,No,656
311,21779,4201360201,Male,General,No,656
312,21829,4201180244,Female,OBC-(NCL) As Per Central List,No,656
313,21938,4201140383,Male,General,No,656
314,22030,4201040959,Male,General,No,656
315,22052,4201070590,Male,General,No,656
316,22163,4201250267,Male,OBC-(NCL) As Per Central List,No,655
317,22214,4201340146,Male,General,No,655
318,22300,4201460212,Male,OBC-(NCL) As Per Central List,No,655
319,22485,4219020118,Male,OBC-(NCL) As Per Central List,No,655
320,22538,4201290180,Female,General,No,655
321,22610,4201200147,Female,OBC-(NCL) As Per Central List,No,655
322,22615,4204010053,Male,OBC-(NCL) As Per Central List,No,655
323,22624,4201330239,Female,General,No,655
324,22628,4201020300,Male,Gen-EWS,No,655
325,22715,4201080691,Male,General,No,655
326,22954,1201010230,Male,General,No,655
327,23084,4221060284,Female,Gen-EWS,No,655
328,23175,4201090341,Male,OBC-(NCL) As Per Central List,No,655
329,23246,4201040401,Female,OBC-(NCL) As Per Central List,No,655
330,23474,4208030016,Male,OBC-(NCL) As Per Central List,No,654
331,23479,4201140150,Female,SC,No,654
332,23486,4208020083,Female,OBC-(NCL) As Per Central List,No,654
333,23493,4219010501,Female,OBC-(NCL) As Per Central List,No,654
334,23590,4201160359,Female,General,No,654
335,23817,4205010853,Female,General,No,654
336,23923,4220010476,Male,OBC-(NCL) As Per Central List,No,653
337,24106,4221090339,Male,Gen-EWS,No,653
338,24162,4404020543,Male,SC,No,653
339,24186,4219060087,Male,OBC-(NCL) As Per Central List,No,653
340,24233,4202020021,Female,OBC-(NCL) As Per Central List,No,653
341,24252,3111060637,Male,OBC-(NCL) As Per Central List,No,653
342,24332,4201020925,Female,General,No,653
343,24375,4201011254,Male,OBC-(NCL) As Per Central List,No,653
344,24430,4208030615,Female,Gen-EWS,No,653
345,24473,4205020503,Male,OBC-(NCL) As Per Central List,No,653
346,24501,4201210356,Female,General,No,652
347,24510,4219020430,Female,OBC-(NCL) As Per Central List,No,652
348,24527,4219040368,Female,Gen-EWS,No,652
349,24539,4219090139,Female,General,No,652
350,24643,4201150534,Female,General,No,652
351,24729,4208050218,Male,OBC-(NCL) As Per Central List,No,652
352,24791,4201250062,Male,OBC-(NCL) As Per Central List,No,652
353,24868,4207010945,Male,SC,No,652
354,24887,4201360296,Female,OBC-(NCL) As Per Central List,No,652
355,24905,4201090173,Male,General,No,652
356,24957,4201010330,Male,OBC-(NCL) As Per Central List,No,652
357,25089,4201030948,Male,OBC-(NCL) As Per Central List,No,652
358,25260,4219070306,Female,OBC-(NCL) As Per Central List,No,651
359,25277,4204020327,Male,OBC-(NCL) As Per Central List,No,651
360,25310,2728030178,Female,OBC-(NCL) As Per Central List,No,651
361,25375,4201310259,Female,General,No,651
362,25376,4201330366,Female,General,No,651
363,25460,4208020469,Female,OBC-(NCL) As Per Central List,No,651
364,25463,4208010850,Female,Gen-EWS,No,651
365,25480,4208050041,Female,ST,No,651
366,25499,4201350323,Male,General,No,651
367,25536,4201320402,Female,General,No,651
368,25706,4201450101,Male,General,No,651
369,25742,4219030388,Male,General,No,651
370,25788,4201190071,Female,General,No,651
371,26180,4201010393,Male,OBC-(NCL) As Per Central List,No,650
372,26217,4204030142,Female,General,No,650
373,26277,4201270915,Female,General,No,650
374,26311,4219030090,Male,OBC-(NCL) As Per Central List,No,650
375,26319,4201130051,Male,General,No,650
376,26417,4217010248,Female,General,No,650
377,26485,4207020650,Male,OBC-(NCL) As Per Central List,No,650
378,26513,4201430262,Male,General,No,650
379,26519,4201020319,Male,General,No,650
380,26662,4201050090,Male,OBC-(NCL) As Per Central List,No,650
381,26679,4208020072,Male,General,No,650
382,26704,4201420051,Female,General,No,650
383,26792,4204040045,Male,General,No,650
384,27149,4208060015,Female,OBC-(NCL) As Per Central List,No,650
385,27344,4201040502,Female,General,No,650
386,27592,4221010021,Female,Gen-EWS,No,649
387,27743,4201080381,Male,SC,No,649
388,27934,4224040074,Female,OBC-(NCL) As Per Central List,No,648
389,28080,4219090103,Male,OBC-(NCL) As Per Central List,No,648
390,28098,4201060870,Female,General,No,648
391,28101,4208020300,Male,Gen-EWS,No,648
392,28181,4201450173,Male,OBC-(NCL) As Per Central List,No,648
393,28339,4201140152,Male,General,No,648
394,28340,4201450295,Male,OBC-(NCL) As Per Central List,No,648
395,28612,4201060169,Male,General,No,647
396,28665,4208080400,Female,OBC-(NCL) As Per Central List,No,647
397,28667,4202010184,Female,OBC-(NCL) As Per Central List,No,647
398,28709,4219030412,Male,General,No,647
399,28846,4201011059,Male,OBC-(NCL) As Per Central List,No,647
400,28880,4208070268,Male,OBC-(NCL) As Per Central List,No,647
401,28935,4202050531,Female,Gen-EWS,No,647
402,28948,4221030345,Female,General,No,647
403,28984,4201190113,Male,Gen-EWS,No,647
404,29001,4208030018,Male,OBC-(NCL) As Per Central List,No,647
405,29154,4201400003,Female,General,No,647
406,29218,2805020479,Male,OBC-(NCL) As Per Central List,No,647
407,29353,4208010583,Female,OBC-(NCL) As Per Central List,No,647
408,29411,4201430332,Male,General,No,646
409,29430,4201100052,Female,General,No,646
410,29495,4203020409,Male,General,No,646
411,29522,4208010342,Male,Gen-EWS,No,646
412,29523,4205070315,Female,OBC-(NCL) As Per Central List,No,646
413,29590,4201220119,Male,General,No,646
414,29620,4201100414,Female,SC,No,646
415,29642,4201030537,Female,Gen-EWS,No,646
416,29658,4201320119,Female,General,No,646
417,29706,4219020405,Female,General,No,646
418,29716,4201040347,Male,SC,No,646
419,29860,4201300175,Male,General,No,646
420,29960,4201040739,Female,OBC-(NCL) As Per Central List,No,646
421,30076,4201190127,Male,OBC-(NCL) As Per Central List,No,646
422,30130,4201330568,Female,General,No,646
423,30316,4219060072,Female,Gen-EWS,No,645
424,30372,4201010339,Female,General,No,645
425,30394,4201020689,Female,General,No,645
426,30432,4201290124,Male,Gen-EWS,No,645
427,30557,4205060056,Female,OBC-(NCL) As Per Central List,No,645
428,30601,4201280240,Female,General,No,645
429,30628,4208020723,Female,OBC-(NCL) As Per Central List,No,645
430,30866,4219060159,Female,General,No,645
431,30912,4201300265,Male,General,No,645
432,30984,4208060152,Male,General,No,645
433,31036,4201340401,Female,General,No,645
434,31063,4221100176,Male,OBC-(NCL) As Per Central List,No,645
435,31219,4201040265,Male,General,No,645
436,31295,4203020225,Male,OBC-(NCL) As Per Central List,No,645
437,31462,4208020952,Male,OBC-(NCL) As Per Central List,No,645
438,31700,4208060223,Male,Gen-EWS,No,644
439,31737,4201140087,Female,General,No,644
440,31880,4204040269,Female,General,No,644
441,31906,4208020906,Female,Gen-EWS,No,644
442,31960,4219040012,Female,OBC-(NCL) As Per Central List,No,644
443,31966,4201150318,Female,General,No,644
444,31994,4208080039,Female,ST,No,644
445,32168,4203040023,Female,General,No,644
446,32254,4201190253,Female,General,No,643
447,32305,4213010080,Female,OBC-(NCL) As Per Central List,No,643
448,32315,4201440409,Male,General,No,643
449,32328,4201390219,Female,OBC-(NCL) As Per Central List,No,643
450,32361,4201150416,Female,SC,No,643
451,32433,4208040064,Male,OBC-(NCL) As Per Central List,No,643
452,32444,4205011183,Male,OBC-(NCL) As Per Central List,No,643
453,32661,4219040127,Male,General,No,643
454,32974,4208050085,Male,OBC-(NCL) As Per Central List,No,642
455,32980,3905030638,Female,General,No,642
456,32999,4208040459,Female,ST,No,642
457,33014,1514010085,Female,OBC-(NCL) As Per Central List,No,642
458,33030,4201100440,Female,General,No,642
459,33096,4201280496,Female,OBC-(NCL) As Per Central List,No,642
460,33149,1202070096,Male,OBC-(NCL) As Per Central List,No,642
461,33185,4202020696,Male,OBC-(NCL) As Per Central List,No,642
462,33189,1202020129,Male,OBC-(NCL) As Per Central List,No,642
463,33196,4201340439,Male,OBC-(NCL) As Per Central List,No,642
464,33221,4201310561,Male,General,No,642
465,33327,4219010432,Male,General,No,642
466,33470,4208020625,Female,ST,No,642
467,33569,4201460059,Male,General,No,642
468,33582,4201420023,Male,OBC-(NCL) As Per Central List,No,642
469,33731,4201130289,Female,General,No,642
470,33801,4202020343,Male,General,No,642
471,33955,4201050737,Female,General,No,641
472,33986,4201300599,Female,General,No,641
473,34296,4208020366,Male,Gen-EWS,No,641
474,34302,3922010246,Male,Gen-EWS,No,641
475,34437,4219030076,Female,OBC-(NCL) As Per Central List,No,641
476,34687,4201080257,Male,General,No,641
477,34902,4202030189,Female,OBC-(NCL) As Per Central List,No,640
478,34916,4201020175,Male,OBC-(NCL) As Per Central List,No,640
479,34971,4204010171,Female,SC,No,640
480,34979,4201300197,Male,SC,No,640
481,35005,4201480198,Female,General,No,640
482,35065,4219050211,Male,Gen-EWS,No,640
483,35069,3918040235,Female,OBC-(NCL) As Per Central List,No,640
484,35202,4201130026,Female,OBC-(NCL) As Per Central List,No,640
485,35213,4201110562,Male,SC,No,640
486,35233,4201210243,Male,General,No,640
487,35255,4201050533,Female,OBC-(NCL) As Per Central List,No,640
488,35362,4204010269,Female,OBC-(NCL) As Per Central List,No,640
489,35540,2804140062,Female,OBC-(NCL) As Per Central List,No,640
490,35677,4201010763,Female,General,No,640
491,35756,4201110174,Female,OBC-(NCL) As Per Central List,No,640
492,35841,4201160390,Female,OBC-(NCL) As Per Central List,No,640
493,36000,4204040338,Female,OBC-(NCL) As Per Central List,No,640
494,36032,4204040080,Male,OBC-(NCL) As Per Central List,No,640
495,36142,4201310378,Female,General,No,640
496,36205,4201490164,Female,ST,No,639
497,36212,4205090092,Male,OBC-(NCL) As Per Central List,No,639
498,36236,4206090079,Male,Gen-EWS,No,639
499,36241,4201290655,Male,General,No,639
500,36244,4201350300,Male,General,No,639
501,36291,4201100213,Female,Gen-EWS,No,639
502,36368,4208020659,Female,General,No,639
503,36378,4201080379,Female,General,No,639
504,36380,4201160043,Female,General,No,639
505,36382,4208080268,Female,OBC-(NCL) As Per Central List,No,639
506,36404,4201390384,Female,OBC-(NCL) As Per Central List,No,639
507,36488,4203050055,Female,SC,No,639
508,36968,4208060337,Male,General,No,638
509,36995,4201040760,Female,OBC-(NCL) As Per Central List,No,638
510,37119,4204030262,Male,General,No,638
511,37122,1205030003,Female,Gen-EWS,No,638
512,37190,4206020253,Female,Gen-EWS,No,638
513,37198,4206040321,Female,General,No,638
514,37273,3905180313,Female,OBC-(NCL) As Per Central List,No,638
515,37347,4201250014,Female,General,No,638
516,37409,4208090256,Female,Gen-EWS,No,638
517,37481,4201160126,Female,General,No,638
518,37638,4207010749,Male,OBC-(NCL) As Per Central List,No,637
519,37652,4219060096,Female,OBC-(NCL) As Per Central List,No,637
520,37739,4213020084,Female,SC,No,637
521,37750,4205030557,Female,SC,No,637
522,37801,4201020105,Male,General,No,637
523,37860,4220030350,Male,Gen-EWS,No,637
524,37948,4219070292,Male,OBC-(NCL) As Per Central List,No,637
525,37979,4201270774,Female,OBC-(NCL) As Per Central List,No,637
526,38002,4208020649,Female,OBC-(NCL) As Per Central List,No,637
527,38017,4209030513,Female,Gen-EWS,No,637
528,38065,4201420444,Male,General,No,637
529,38624,4202030035,Male,OBC-(NCL) As Per Central List,No,636
530,38661,4207040193,Female,Gen-EWS,No,636
531,38664,4201410103,Female,General,No,636
532,38764,4208010522,Female,General,No,636
533,38775,4208080252,Male,SC,No,636
534,38800,4208030553,Female,Gen-EWS,No,636
535,38803,4201240180,Male,OBC-(NCL) As Per Central List,No,636
536,38930,4208010307,Female,OBC-(NCL) As Per Central List,No,636
537,38938,4208060326,Male,General,No,636
538,38941,4219030058,Male,OBC-(NCL) As Per Central List,No,636
539,39029,4201060450,Female,General,No,636
540,39066,4201470064,Female,General,No,636
541,39140,4201030323,Female,Gen-EWS,No,636
542,39185,4201120202,Male,General,No,636
543,39186,4212030159,Female,OBC-(NCL) As Per Central List,No,636
544,39207,4208100104,Male,Gen-EWS,No,636
545,39214,4201180118,Female,OBC-(NCL) As Per Central List,No,636
546,39234,4201300713,Male,General,No,636
547,39274,4219060164,Male,General,No,636
548,39362,4203040101,Male,General,No,636
549,39457,2804100272,Female,OBC-(NCL) As Per Central List,No,636
550,39686,4201410267,Female,General,No,635
551,39718,1202010358,Male,OBC-(NCL) As Per Central List,No,635
552,39827,4219090017,Male,General,No,635
553,39843,4201040901,Male,General,No,635
554,39876,4201410157,Male,OBC-(NCL) As Per Central List,No,635
555,40088,4219060256,Male,OBC-(NCL) As Per Central List,No,635
556,40136,4201310112,Male,OBC-(NCL) As Per Central List,No,635
557,40172,4201160223,Male,OBC-(NCL) As Per Central List,No,635
558,40194,4201150479,Male,General,No,635
559,40296,4201460172,Male,General,No,635
560,40321,4201290100,Female,OBC-(NCL) As Per Central List,No,635
561,40678,4201160119,Male,Gen-EWS,No,635
562,40973,4206020013,Female,SC,No,634
563,40976,4201350331,Female,General,No,634
564,40982,4202010576,Female,Gen-EWS,No,634
565,40990,4201200420,Female,General,No,634
566,41057,4201010813,Female,OBC-(NCL) As Per Central List,No,634
567,41185,4201270487,Female,General,No,634
568,41204,4201200233,Male,OBC-(NCL) As Per Central List,No,634
569,41349,4208060456,Male,General,No,634
570,41504,4201010808,Male,General,No,634
571,41648,4208010919,Male,OBC-(NCL) As Per Central List,No,633
572,41654,4208030109,Male,Gen-EWS,No,633
573,41673,4201290580,Female,General,No,633
